company_name,filing_date,Risk Factors,cleaned_text
OXFORD HEALTH PLANS INC,1999-03-19,,
COMMERCIAL NATIONAL FINANCIAL CORP /PA,1999-03-19,,
NET TECH INTERNATIONAL INC,1999-03-16,,
QUIGLEY CORP,1999-03-19,,
BERKSHIRE REALTY CO INC /DE,1999-03-19,,
PLM EQUIPMENT GROWTH FUND VI,1999-03-19,,
SEARS ROEBUCK ACCEPTANCE CORP,1999-03-19,,
LITTELFUSE INC /DE,1999-03-19,,
ARGOSY GAMING CO,1999-03-19,,
DII GROUP INC,1999-03-19,,
EQUITY RESIDENTIAL PROPERTIES TRUST,1999-03-19,,
BORG WARNER AUTOMOTIVE INC,1999-03-19,,
MID ATLANTIC REALTY TRUST,1999-03-19,,
ARM FINANCIAL GROUP INC,1999-03-19,,
JP REALTY INC,1999-03-19,,
CENTERPOINT PROPERTIES TRUST,1999-03-19,,
AMLI RESIDENTIAL PROPERTIES TRUST,1999-03-19,,
NEXSTAR PHARMACEUTICALS INC,1999-03-19,,
ARCH COMMUNICATIONS GROUP INC /DE/,1999-03-19,,
OLYMPIC STEEL INC,1999-03-19,,
DOMINION HOMES INC,1999-03-19,,
NORTHWEST INDIANA BANCORP,1999-03-19,,
INVESTMENT TECHNOLOGY GROUP INC,1999-03-19,,
BB&T CORP,1999-03-19,,
HOME PROPERTIES OF NEW YORK INC,1999-03-19,,
PITTWAY CORP /DE/,1999-03-19,,
ROSEVILLE COMMUNICATIONS CO,1999-03-19,,
GEOGRAPHICS INC,1999-03-22,,
LITTLE FALLS BANCORP INC,1999-03-22,,
PARAGON ACQUISITION CO INC,1999-03-22,,
KEEBLER FOODS CO,1999-03-22,,
SABRE GROUP HOLDINGS INC,1999-03-22,,
BRIDGE VIEW BANCORP,1999-03-22,,
OCWEN ASSET INVESTMENT CORP,1999-03-22,,
GALILEO INTERNATIONAL INC,1999-03-22,,
CORIXA CORP,1999-03-22,,
FINANCIAL ASSET SEC INC MORT PART SECURITIES SER 1997-NAMC2,1999-03-22,,
HARRIS PREFERRED CAPITAL CORP,1999-03-22,,
VIAGRAFIX CORP,1999-03-22,,
SONOSITE INC,1999-03-22,,
PBOC HOLDINGS INC,1999-03-22,,
NEFF CORP,1999-03-22,,
IMPERIAL CMB TRUST SERIES 1998-1,1999-03-22,,
MERISTAR HOTELS & RESORTS INC,1999-03-22,,
CORECOMM LTD,1999-03-22,,
XEROX CORP,1999-03-22,,
CHEMICAL FINANCIAL CORP,1999-03-22,,
AMBASE CORP,1999-03-22,,
CMI CORP,1999-03-22,,
TEXAS NEW MEXICO POWER CO,1999-03-22,,
CONSOLIDATED TOMOKA LAND CO,1999-03-22,,
GENERAL AMERICAN TRANSPORTATION CORP /NY/,1999-03-22,,
BALCOR EQUITY PROPERTIES LTD-VIII,1999-03-22,,
EXOLON ESK CO,1999-03-22,,
FIRSTMERIT CORP /OH/,1999-03-22,,
FIRST AMERICAN FINANCIAL CORP,1999-03-22,,
GANNETT CO INC /DE/,1999-03-22,,
GLATFELTER P H CO,1999-03-22,,
LINCOLN INTERNATIONAL CORP,1999-03-19,,
MAINE PUBLIC SERVICE CO,1999-03-22,,
MONARCH CEMENT CO,1999-03-22,,
MOTOROLA INC,1999-03-22,,
NATIONAL PROPERTIES CORP,1999-03-22,,
BALCOR REALTY INVESTORS 83,1999-03-22,,
NORWEST FINANCIAL INC,1999-03-22,,
BANKAMERICA CORP/DE/,1999-03-22,,
BALCOR PENSION INVESTORS IV,1999-03-22,,
FIRST CHARTER CORP /NC/,1999-03-22,,
SJNB FINANCIAL CORP,1999-03-22,,
IT GROUP INC,1999-03-22,,
SGI INTERNATIONAL,1999-03-22,,
AMERICAN NATIONAL BANKSHARES INC,1999-03-22,,
TNP ENTERPRISES INC,1999-03-22,,
HOMESTAKE MINING CO /DE/,1999-03-22,,
UNITED MOBILE HOMES INC,1999-03-22,,
BALCOR REALTY INVESTORS 85 SERIES II,1999-03-22,,
BALCOR CURRENT INCOME FUND 85,1999-03-22,,
BALCOR REALTY INVESTORS 85 SERIES III,1999-03-22,,
TEXAS REGIONAL BANCSHARES INC,1999-03-22,,
MICROLOG CORP,1999-03-19,,
ASTEC INDUSTRIES INC,1999-03-22,,
OFFICE DEPOT INC,1999-03-22,,
BUCKEYE PARTNERS L P,1999-03-22,,
CELLNET DATA SYSTEMS INC,1999-03-22,,
FIRSTFED FINANCIAL CORP,1999-03-22,,
OXFORD FUTURES FUND LTD,1999-03-22,,
CAMBREX CORP,1999-03-22,,
SANDY SPRING BANCORP INC,1999-03-22,,
LIFE USA HOLDING INC /MN/,1999-03-22,,
RELIASTAR FINANCIAL CORP,1999-03-22,,
ROYAL APPLIANCE MANUFACTURING CO,1999-03-22,,
ITEQ INC,1999-03-22,,
BOK FINANCIAL CORP ET AL,1999-03-22,,
ALLIANCE BANCORP,1999-03-22,,
COVEST BANCSHARES INC,1999-03-22,,
CELLEGY PHARMACEUTICALS INC,1999-03-22,,
ZONAGEN INC,1999-03-22,,
OPINION RESEARCH CORP,1999-03-22,,
DEUTSCHE FLOORPLAN RECEIVABLES L P,1999-03-22,,
DEUTSCHE FLOORPLAN RECEIVABLES MASTER TRUST,1999-03-22,,
AGREE REALTY CORP,1999-03-22,,
CV THERAPEUTICS INC,1999-03-22,,
NETWORK PERIPHERALS INC,1999-03-22,,
WASHINGTON MUTUAL INC,1999-03-22,,
LOCKHEED MARTIN CORP,1999-03-22,,
EVEREN CAPITAL CORP,1999-03-22,,
LEXMARK INTERNATIONAL GROUP INC,1999-03-23,,
MUNICIPAL MORTGAGE & EQUITY LLC,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1995-2,1999-03-23,,
RISCORP INC,1999-03-23,,
TITANIUM METALS CORP,1999-03-23,,
STERILE RECOVERIES INC,1999-03-23,,
CHEVY CHASE HOME LOAN TRUST 1996-1,1999-03-23,,
QUINTESSENCE OIL CO,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1996-2,1999-03-23,,
AMERIPATH INC,1999-03-23,,
GULF ISLAND FABRICATION INC,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1997-1,1999-03-23,,
HARRIS FINANCIAL INC,1999-03-23,,
PIONEER NATURAL RESOURCES CO,1999-03-23,,
ALEXANDERS J CORP,1999-03-23,,
TRICON GLOBAL RESTAURANTS INC,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1997-2,1999-03-23,,
SCE FUNDING LLC,1999-03-23,,
MIDAS INC,1999-03-23,,
CHEVY CHASE HOME LOAN TRUST 1997-1,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1997-3,1999-03-23,,
SHOE PAVILION INC,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1997-4,1999-03-23,,
AMRESCO RESIDENTIAL SECURITIES CORP MORTGAGE LOAN TR 1998-2,1999-03-23,,
WASHINGTON MUTUAL BANK FA,1999-03-23,,
AMRESCO RESIDENTIAL SECURITIES CORP MORTGAGE LOAN TR 1998-1,1999-03-23,,
IMPAC SECURED ASSETS CMN TRUST SERIES 1998-1,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1998-1,1999-03-23,,
WESTERN MASSACHUSETTS ELECTRIC CO,1999-03-23,,
LEHMAN HOME EQUITY LAON TRUST 1997-1,1999-03-23,,
IMPAC SECURED ASSETS CORP MORTGAGE PASS THR CER SER 1998-2,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1998-2,1999-03-23,,
AMRESCO RESIDENTIAL SECS CORP MORT LOAN TRUST 1998-3,1999-03-23,,
IMPAC SECURED ASSETS CORP MPT CERTS SERIES 1998-3,1999-03-23,,
CCBT BANCORP INC,1999-03-23,,
IMPAC CMB TRUST SERIES 1998-3,1999-03-23,,
BERKLEY W R CORP,1999-03-23,,
COMPASS BANCSHARES INC,1999-03-23,,
K TRON INTERNATIONAL INC,1999-03-23,,
CONNECTICUT LIGHT & POWER CO,1999-03-23,,
CROSS A T CO,1999-03-23,,
DOW JONES & CO INC,1999-03-23,,
PUBLIC SERVICE CO OF NEW HAMPSHIRE,1999-03-23,,
ULTRAK INC,1999-03-23,,
BAIRNCO CORP /DE/,1999-03-23,,
FIRST FINANCIAL CORP /RI/,1999-03-23,,
FIRST TENNESSEE NATIONAL CORP,1999-03-23,,
HALLIBURTON CO,1999-03-23,,
INDEPENDENCE LEAD MINES CO,1999-03-23,,
LINCOLN ELECTRIC HOLDINGS INC,1999-03-23,,
MIDLAND CO,1999-03-23,,
YELLOW CORP,1999-03-23,,
ARROW FINANCIAL CORP,1999-03-23,,
NL INDUSTRIES INC,1999-03-23,,
BIO TECHNOLOGY GENERAL CORP,1999-03-22,,
NORDSTROM INC,1999-03-23,,
NORTHEAST UTILITIES SYSTEM,1999-03-23,,
NORTHROP GRUMMAN CORP,1999-03-23,,
HILLS BANCORPORATION,1999-03-23,,
AMISTAR CORP,1999-03-23,,
WESTBANK CORP,1999-03-23,,
RES CARE INC /KY/,1999-03-23,,
ASSOCIATED BANC-CORP,1999-03-23,,
DIANON SYSTEMS INC,1999-03-23,,
PORTLAND GENERAL ELECTRIC CO /OR/,1999-03-22,,
PLM EQUIPMENT GROWTH FUND,1999-03-23,,
PITTSTON CO,1999-03-23,,
CORNERSTONE MORTGAGE INVESTMENT GROUP INC,1999-03-23,,
THERMO INSTRUMENT SYSTEMS INC,1999-03-23,,
PORTLAND GENERAL CORP /OR,1999-03-22,,
CORNERSTONE MORTGAGE INVESTMENT GROUP II INC,1999-03-23,,
CENTURY BANCORP INC,1999-03-23,,
AMCOL INTERNATIONAL CORP,1999-03-23,,
NATIONAL INFORMATION GROUP,1999-03-23,,
BROWN BENCHMARK PROPERTIES LIMITED PARTNERSHIP,1999-03-23,,
FNB FINANCIAL CORP /PA/,1999-03-23,,
MOUNTAIN STATES GUARANTY MORTGAGE CO,1999-03-23,,
UNITED COMMUNITY BANKS INC,1999-03-23,,
MEDIMMUNE INC /DE,1999-03-23,,
NORTH ATLANTIC ENERGY CORP /NH,1999-03-23,,
ATLANTIC COAST AIRLINES HOLDINGS INC,1999-03-23,,
SIMPSON INDUSTRIES INC,1999-03-23,,
IPC HOLDINGS LTD,1999-03-23,,
WESTFIELD AMERICA INC,1999-03-23,,
LA T SPORTSWEAR INC /,1999-03-23,,
ARCH COMMUNICATIONS INC,1999-03-23,,
EQUITY INNS INC,1999-03-23,,
SUPERTEL HOSPITALITY INC,1999-03-23,,
COASTAL BANCORP INC,1999-03-23,,
COOPERATIVE BANKSHARES INC,1999-03-23,,
BUSINESS OBJECTS SA,1999-03-23,,
STATE STREET CORP,1999-03-23,,
SITEL CORP,1999-03-23,,
BALTEK CORP,1999-03-23,,
CHEVY CHASE AUTO RECEIVABLES TRUST 1995-1,1999-03-23,,
GLOBAL TELESYSTEMS GROUP INC,1999-03-23,,
BANKERS TRUST CORP,1999-03-23,,
THERMO ELECTRON CORP,1999-03-23,,
THOMAS & BETTS CORP,1999-03-23,,
LEXINGTON GLOBAL ASSET MANAGERS INC,1999-03-24,,
TOLLGRADE COMMUNICATIONS INC \PA\,1999-03-24,,
MILLENNIUM PHARMACEUTICALS INC,1999-03-24,,
KVH INDUSTRIES INC \DE\,1999-03-24,,
TUPPERWARE CORP,1999-03-24,,
PRESTIGE BANCORP INC,1999-03-24,,
ANSYS INC,1999-03-24,,
CLOSURE MEDICAL CORP,1999-03-24,,
SEACHANGE INTERNATIONAL INC,1999-03-24,,
UNIVEST CORP OF PENNSYLVANIA,1999-03-24,,
PANAVISION INC,1999-03-24,,
TEXAS UTILITIES CO /TX/,1999-03-24,,
VALMONT INDUSTRIES INC,1999-03-24,,
VARCO INTERNATIONAL INC,1999-03-24,,
EQUITY OFFICE PROPERTIES TRUST,1999-03-24,,
AUTOCYTE INC,1999-03-24,,
BEST SOFTWARE INC,1999-03-24,,
AMB PROPERTY CORP,1999-03-24,,
MGC COMMUNICATIONS INC,1999-03-24,,
ACCESS WORLDWIDE COMMUNICATIONS INC,1999-03-24,,
MEDFORD BANCORP INC,1999-03-24,,
MECH FINANCIAL INC,1999-03-24,,
VIB CORP,1999-03-24,,
ANNUITY & LIFE RE HOLDINGS LTD,1999-03-24,,
TERAYON COMMUNICATION SYSTEMS,1999-03-24,,
LASALLE HOTEL PROPERTIES,1999-03-24,,
KNIGHT TRIMARK GROUP INC,1999-03-24,,
PROSPERITY BANCSHARES INC,1999-03-24,,
FIRSTAR CORP /NEW/,1999-03-24,,
WISCONSIN PUBLIC SERVICE CORP,1999-03-24,,
COLTEC INDUSTRIES INC,1999-03-24,,
CONNECTICUT WATER SERVICE INC / CT,1999-03-24,,
DOW CHEMICAL CO /DE/,1999-03-24,,
POPE & TALBOT INC /DE/,1999-03-24,,
KINNARD INVESTMENTS INC,1999-03-24,,
FARMERS GROUP INC,1999-03-24,,
THORATEC LABORATORIES CORP,1999-03-24,,
XEROX CREDIT CORP,1999-03-24,,
ALLEN ORGAN CO,1999-03-24,,
HUBBELL INC,1999-03-24,,
KANSAS CITY SOUTHERN INDUSTRIES INC,1999-03-24,,
MERCURY GENERAL CORP,1999-03-24,,
OMEGA FINANCIAL CORP /PA/,1999-03-24,,
TEXAS UTILITIES ELECTRIC CO,1999-03-24,,
FARMERS CAPITAL BANK CORP,1999-03-24,,
BIOGEN INC,1999-03-24,,
MURPHY OIL CORP /DE,1999-03-24,,
ARISTAR INC,1999-03-24,,
REALTY INCOME CORP,1999-03-24,,
FNB ROCHESTER CORP,1999-03-24,,
MMI COMPANIES INC,1999-03-24,,
HALLWOOD ENERGY PARTNERS LP,1999-03-24,,
SUBURBAN BANCSHARES INC,1999-03-24,,
PEPSICO INC,1999-03-24,,
FAMILY STEAK HOUSES OF FLORIDA INC,1999-03-24,,
BUTLER INTERNATIONAL INC /MD/,1999-03-24,,
FIRST INDIANA CORP,1999-03-24,,
CYPRESS SEMICONDUCTOR CORP /DE/,1999-03-24,,
F&M BANCORPORATION INC,1999-03-24,,
ATRIX LABORATORIES INC,1999-03-24,,
FIRST BANCORP /NC/,1999-03-24,,
REHABCARE GROUP INC,1999-03-24,,
HEARX LTD,1999-03-24,,
EDISON INTERNATIONAL,1999-03-24,,
PLAYTEX PRODUCTS INC,1999-03-24,,
SCOTSMAN INDUSTRIES INC,1999-03-24,,
RAMTRON INTERNATIONAL CORP,1999-03-24,"The executive officers of the Company, and certain information about them, are as follows:  Name                   Age   Position(s) - ----                   ---   -----------  L. David Sikes         57    Chairman of the Board and Chief Executive Officer Greg B. Jones          51    Director, President and Chief Operating Officer Richard L. Mohr        39    Executive Vice President, Chief Financial Officer                              and Corporate Secretary Donald G. Carrigan     51    Vice President and General Manager (FRAM Products                              Business) Craig W. Rhodine       35    Vice President and General Manager (EDRAM Products                              Business)  Mr. Sikes became the Company's Chairman of the Board and Chief Executive Officer in April 1995 and has been a director of the Company since September 1992.  Prior to becoming Chairman of the Board and Chief Executive Officer, Mr. Sikes was the Company's President and Chief Operating Officer from July 1992 until January 1995, at which time he left the Company and joined Micro Component Technology Inc., a semiconductor equipment manufacturer, as Chairman, President and Chief Executive Officer from January 1995 until April 1995.  Prior to joining Ramtron, Mr. Sikes was President and Chief Executive Officer of ASM America, Inc., a semiconductor equipment company, from January 1991 until June 1992, and Executive Vice President and General Manager of ASM Epitaxy, a semiconductor equipment manufacturer, from February 1989 until December 1990.  Prior to his tenure with ASM Epitaxy, Mr. Sikes spent 18 years with Motorola, Inc. (""Motorola"") in various management and executive positions including Vice President and Director of Semiconductor Research and Development Lab.  His experience also includes several management and engineering roles with Eastman Kodak and National Semiconductor Corporation.  Mr. Sikes received his Bachelor of Science degree in Electrical Engineering from Massachusetts Institute of Technology.  Mr. Jones became a Director of the Company and the Company's President and Chief Operating Officer in February 1995.  Prior to becoming President and Chief Operating Officer, Mr. Jones was Ramtron's Chief of Administration from January 1995 until February 1995.  Prior to joining Ramtron, Mr. Jones was Marketing Director at Concord Services, Inc., from November 1993 until January 1995.  From August 1990 until November 1993, Mr. Jones served as Director of Vertical Reactors at ASM America, Inc.  Prior to his work with ASM America, Inc., Mr. Jones held a variety of management positions in sales, marketing, corporate planning and project management.  He holds a Bachelor of Science degree in Engineering from the U.S. Naval Academy, Annapolis and a Master of Science degree in Management Sciences from Stanford University.  Mr. Mohr joined the Company in January 1991 as Controller.  In April 1994, he was named Vice President and Controller and served in that position until February 1995 when he was named Executive Vice President and Chief Financial Officer.  Mr. Mohr is a certified public accountant and has over 16 years of professional finance experience including 12 years employed with high technology and manufacturing companies.  From February 1987 until December 1990, Mr. Mohr was the Chief Financial Officer of Packaging Research Corporation, an equipment manufacturing company.  Mr. Mohr received his Bachelor of Science degree in Accounting from Colorado State University and a Master of Business Administration degree in Accounting and Finance from Regis University.  Mr. Carrigan joined the Company in November 1989 as Sales Manager and in July 1990 was named Director of Marketing and Sales and held that position until October 1992, when he became Vice President of Sales.  In July 1996 Mr. Carrigan became an officer of the Company and in January 1997, he was named Vice President of Sales and Marketing.  In February 1999 Mr. Carrigan was named Vice President and General Manager of the Company's FRAM Product Business. Mr. Carrigan has over 26 years of semiconductor industry experience in research and development, design, operations, marketing and sales.  Prior to joining the Company, Mr. Carrigan held various managerial and technical positions, including Vice President of Sales and Marketing for Information Storage Incorporated, an optical storage system venture between Eastman Kodak Co. and Kawasaki Steel.  He also held positions as Product and Test Engineering Manager and Director of Marketing for INMOS Corporation; Design Manager for NCR Microelectronics; IC Design Engineer in the Corporate Research Labs of Texas Instruments; and Design Manager for SRAM's with the Advanced MOS Memory Division of Texas Instruments.  Mr. Carrigan received his Bachelor of Science degree in Electrical Engineering from the University of Tennessee and a Master of Science degree in Electrical Engineering from Southern Methodist University.  Mr. Rhodine joined the Company in August 1992 as Project Engineer and in February 1994 he was named Engineering Manager.  In August 1995, Mr. Rhodine was named General Manager of Enhanced Memory Systems, Inc. (""EMS""), a wholly owned subsidiary of Ramtron, and in March 1997, Mr. Rhodine became Vice President and General Manager of EMS.  Mr. Rhodine became an officer of the Company in January 1998.  Mr. Rhodine has over 13 years of experience in the semiconductor industry in engineering, development, and operations. Prior to joining the Company, Mr. Rhodine was a Member of the Group Technical Staff at Texas Instruments where he was involved with memory product development.  Mr. Rhodine received his Bachelor of Science degree in Electrical Engineering from the University of Wyoming.",the executive officers of the company and certain information about them are as follows name age position s l david sikes chairman of the board and chief executive officer greg b jones director president and chief operating officer richard l mohr executive vice president chief financial officer and corporate secretary donald g carrigan vice president and general manager fram products business craig w rhodine vice president and general manager edram products business mr sikes became the company s chairman of the board and chief executive officer in april and has been a director of the company since september prior to becoming chairman of the board and chief executive officer mr sikes was the company s president and chief operating officer from july until january at which time he left the company and joined micro component technology inc a semiconductor equipment manufacturer as chairman president and chief executive officer from january until april prior to joining ramtron mr sikes was president and chief executive officer of asm america inc a semiconductor equipment company from january until june and executive vice president and general manager of asm epitaxy a semiconductor equipment manufacturer from february until december prior to his tenure with asm epitaxy mr sikes spent years with motorola inc motorola in various management and executive positions including vice president and director of semiconductor research and development lab his experience also includes several management and engineering roles with eastman kodak and national semiconductor corporation mr sikes received his bachelor of science degree in electrical engineering from massachusetts institute of technology mr jones became a director of the company and the company s president and chief operating officer in february prior to becoming president and chief operating officer mr jones was ramtron s chief of administration from january until february prior to joining ramtron mr jones was marketing director at concord services inc from november until january from august until november mr jones served as director of vertical reactors at asm america inc prior to his work with asm america inc mr jones held a variety of management positions in sales marketing corporate planning and project management he holds a bachelor of science degree in engineering from the u s naval academy annapolis and a master of science degree in management sciences from stanford university mr mohr joined the company in january as controller in april he was named vice president and controller and served in that position until february when he was named executive vice president and chief financial officer mr mohr is a certified public accountant and has over years of professional finance experience including years employed with high technology and manufacturing companies from february until december mr mohr was the chief financial officer of packaging research corporation an equipment manufacturing company mr mohr received his bachelor of science degree in accounting from colorado state university and a master of business administration degree in accounting and finance from regis university mr carrigan joined the company in november as sales manager and in july was named director of marketing and sales and held that position until october when he became vice president of sales in july mr carrigan became an officer of the company and in january he was named vice president of sales and marketing in february mr carrigan was named vice president and general manager of the company s fram product business mr carrigan has over years of semiconductor industry experience in research and development design operations marketing and sales prior to joining the company mr carrigan held various managerial and technical positions including vice president of sales and marketing for information storage incorporated an optical storage system venture between eastman kodak co and kawasaki steel he also held positions as product and test engineering manager and director of marketing for inmos corporation design manager for ncr microelectronics ic design engineer in the corporate research labs of texas instruments and design manager for sram s with the advanced mos memory division of texas instruments mr carrigan received his bachelor of science degree in electrical engineering from the university of tennessee and a master of science degree in electrical engineering from southern methodist university mr rhodine joined the company in august as project engineer and in february he was named engineering manager in august mr rhodine was named general manager of enhanced memory systems inc ems a wholly owned subsidiary of ramtron and in march mr rhodine became vice president and general manager of ems mr rhodine became an officer of the company in january mr rhodine has over years of experience in the semiconductor industry in engineering development and operations prior to joining the company mr rhodine was a member of the group technical staff at texas instruments where he was involved with memory product development mr rhodine received his bachelor of science degree in electrical engineering from the university of wyoming
SILGAN HOLDINGS INC,1999-03-24,,
LANDSTAR SYSTEM INC,1999-03-24,,
SAFECO CORP,1999-03-24,,
SAFEWAY INC,1999-03-24,,
MERIDIAN DATA INC,1999-03-24,,
SMART & FINAL INC/DE,1999-03-24,,
HALLWOOD CONSOLIDATED RESOURCES CORP,1999-03-24,,
TRIANGLE BANCORP INC,1999-03-24,,
ACX TECHNOLOGIES INC,1999-03-24,,
SHEFFIELD PHARMACEUTICALS INC,1999-03-24,,
MUELLER INDUSTRIES INC,1999-03-24,,
FIRST STATE BANCORPORATION,1999-03-24,,
ADVANCED FIBRE COMMUNICATIONS INC,1999-03-24,,
UNILAB CORP /DE/,1999-03-24,,
OM GROUP INC,1999-03-24,,
ASAHI AMERICA INC,1999-03-24,,
WICKES INC,1999-03-24,,
SMITH A O CORP,1999-03-24,,
TOTAL CONTAINMENT INC,1999-03-24,,
ELECTRIC FUEL CORP,1999-03-24,,
WPS RESOURCES CORP,1999-03-24,,
MCLEODUSA INC,1999-03-24,,
SOUTHERN CALIFORNIA EDISON CO,1999-03-24,,
SONAT INC,1999-03-24,,
MEADOW VALLEY CORP,1999-03-24,,
HUB GROUP INC,1999-03-24,,
BANKILLINOIS FINANCIAL CORP,1999-03-24,,
ENCORE MEDICAL CORP,1999-03-24,,
STATEWIDE FINANCIAL CORP,1999-03-24,,
TECHNITROL INC,1999-03-24,,
BARNES GROUP INC,1999-03-24,,
CASTLE & COOKE INC/HI/,1999-03-25,,
K&G MENS CENTER INC,1999-03-25,,
FIRST FEDERAL BANCSHARES OF ARKANSAS INC,1999-03-25,,
UNION CARBIDE CORP /NEW/,1999-03-25,,
UNION TANK CAR CO,1999-03-25,,
ZOMAX OPTICAL MEDIA INC,1999-03-25,,
D&E COMMUNICATIONS INC,1999-03-25,,
FIRST UNION RESIDENTIAL SECURITIZATION TRANSACTIONS INC,1999-03-25,,
FIRST UNION RESIDENTIAL SECURITIZATION TRANSACTIONS INC,1999-03-25,,
GRAND PREMIER FINANCIAL INC,1999-03-25,,
PHOENIX INTERNATIONAL LTD INC,1999-03-25,,
STRAYER EDUCATION INC,1999-03-25,,
SPRINT SPECTRUM L P,1999-03-25,,
SPRINT SPECTRUM FINANCE CORP,1999-03-25,,
SERVICE EXPERTS INC,1999-03-25,,
KENMAR GLOBAL TRUST,1999-03-25,,
ACNIELSEN CORP,1999-03-25,,
ENTERBANK HOLDINGS INC,1999-03-25,,
FLAGSTAR BANCORP INC,1999-03-25,,
COMMSCOPE INC,1999-03-25,,
FIRST NATIONAL COMMUNITY BANCORP INC,1999-03-25,,
NETGRAVITY INC,1999-03-25,,
NEW DIMENSIONS IN MEDICINE INC LIQUIDATING TRUST,1999-03-25,,
BRIDGESTREET ACCOMMODATIONS INC,1999-03-25,,
ITC DELTACOM INC,1999-03-25,,
BAUSCH & LOMB INC,1999-03-25,,
A C MOORE ARTS & CRAFTS INC,1999-03-25,,
PETER KIEWIT SONS INC /DE/,1999-03-25,,
RESOURCE ASSET INVESTMENT TRUST,1999-03-25,,
TE PRODUCTS PIPELINE CO LP,1999-03-25,,
HOWMET INTERNATIONAL INC,1999-03-25,,
MICROSTRATEGY INC,1999-03-25,,
AMERICAN FOUNDATION LIFE INSURANCE CO/AL,1999-03-25,,
MIDWEST BANC HOLDINGS INC,1999-03-25,,
RESIDENTIAL ASSET FUNDING CORP,1999-03-25,,
NORWEST ASSET SEC CORP MORT PS THR CERT SER 1998-4 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PS THR CERT SER 1998-3 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PS THR CERT SER 1998-2 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PS THR CERT SER 1998-1 TRUST,1999-03-25,,
NORTHWEST AIRLINES CORP,1999-03-25,,
OCWEN MORTGAGE LOAN ASSET BACKED CERT SERIES 1998 OFS1,1999-03-25,,
NATIONSLINK FUNDING CORP COMM MORT PASS THR CERT SER 1998-1,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THRU CERT SERI 1998-5 TRUST,1999-03-25,,
BRISTOL HOTELS & RESORTS INC,1999-03-25,,
CENTEX HOME EQ CORP HOME EQ LOAN ASS BACK CERT SR 1991 1 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS THR CERT SER 1998-6 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS THR CERT SER 1998-8 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS THR CERT SER 1998-9 TR,1999-03-25,,
SOUTHERN PACIFIC SE AS COR MT LN AS BK PA TH CE SE 1998-1 TR,1999-03-25,,
MERRILL LYNCH MORTGAGE INVT INC MOR PA THR CR SR 1998-C1-CTL,1999-03-25,,
MERRILL LYNCH MORTGAGE INVT INC MOR PA THR CR SR 1998-C2,1999-03-25,,
STRUCTURED ASSET SEC CORP MORT PASS THRO CERT SERIES 1998-5,1999-03-25,,
MORTGAGE LENDERS NETWK HM EQ LN TR AST BCK NTS SER 1998-1 TR,1999-03-25,,
RIVER HOLDING CORP,1999-03-25,,
HUDSON RESPIRATORY CARE INC,1999-03-25,,
NORWEST ASSET ACCEPTANCE CORP ASS BKED CERT SER 1998-HE1 TR,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-10 TR,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-11 TR,1999-03-25,,
CHEC ASSET RECEIVABLES CORP,1999-03-25,,
SALOMON BROTHERS MORT SEC VII INC ASSET BK CERT SER 1998-AQ1,1999-03-25,,
LEHMAN ABS CORP HOME EQUITY LOAN ASSET BACK CERT SER 1998-2,1999-03-25,,
TUMBLEWEED INC,1999-03-25,,
OCWEN MORTGAGE LOAN ASSET BACKED CERT SERIES 1998-OFS2,1999-03-25,,
NORWEST INTEGRATED STRUCT ASSETS INC PASS THRU SER 1998-1 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS TH CERT SER 1998-12 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS TH CERT SER 1998-13 TR,1999-03-25,,
NORWEST ASSET SECURITIES CORP MOR PAS TH CERT SER 1998-14 TR,1999-03-25,,
HOUSEHOLD AUTOMOBILE REVOLVING TRUST I,1999-03-25,,
STRUCTURED ASSET SEC CORP MORT PASS THR CERTS SERIES 1998-8,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998- 15 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-16 TRUST,1999-03-25,,
MORGAN STANLEY CAPITAL I INC COMM MORT PA TH CERT 1998-WF2,1999-03-25,,
